bjd_tdb,flux_rel,flux_rel_err,exptime_s,filter
61026.292059444,1.05789203,0.04109869,1.0000044,g
61026.292071019,1.06758885,0.04204654,1.0000044,g
61026.292082594,1.09826507,0.04095403,1.0000044,g
61026.292094169,1.15095588,0.04248488,1.0000044,g
61026.292105744,1.07389144,0.04038183,1.0000044,g
61026.292117319,1.17053504,0.04198353,1.0000044,g
61026.292128894,1.15261115,0.04251856,1.0000044,g
61026.292140469,1.07161626,0.04052547,1.0000044,g
61026.292152043,1.07666014,0.04159242,1.0000044,g
61026.292163618,0.96985709,0.04028253,1.0000044,g
61026.292175193,1.16906034,0.04290731,1.0000044,g
61026.292186768,1.11865771,0.04362135,1.0000044,g
61026.292198343,1.10475549,0.04231735,1.0000044,g
61026.292209918,1.06599941,0.04091632,1.0000044,g
61026.292221493,1.11696279,0.04078152,1.0000044,g
61026.292233067,1.14726278,0.04114861,1.0000044,g
61026.292244642,1.18562179,0.04168742,1.0000044,g
61026.292256217,1.08778385,0.03993096,1.0000044,g
61026.292267792,1.05627013,0.03977839,1.0000044,g
61026.292279367,1.16061533,0.04095292,1.0000044,g
61026.292290942,1.13208261,0.04089731,1.0000044,g
61026.292302517,1.17989636,0.04299173,1.0000044,g
61026.292314092,1.17963247,0.04192899,1.0000044,g
61026.292325666,1.07297838,0.04154213,1.0000044,g
61026.292337241,1.05417167,0.04164478,1.0000044,g
61026.292348816,1.03167216,0.04005326,1.0000044,g
61026.292360391,1.05417892,0.03987024,1.0000044,g
61026.292371966,1.10618402,0.03974282,1.0000044,g
61026.292383541,1.07318205,0.03984765,1.0000044,g
61026.292395116,1.00021813,0.03804931,1.0000044,g
61026.29240669,1.08244524,0.04017737,1.0000044,g
61026.292418265,0.98391298,0.04112165,1.0000044,g
61026.29242984,1.01114153,0.04037846,1.0000044,g
61026.292441415,1.13920728,0.04350489,1.0000044,g
61026.29245299,1.06274432,0.04297342,1.0000044,g
61026.292464565,1.03808391,0.04276458,1.0000044,g
61026.29247614,1.02093225,0.04074381,1.0000044,g
61026.292487714,1.0371432,0.04025821,1.0000044,g
61026.292499289,1.10662518,0.04180208,1.0000044,g
61026.292510864,1.09935524,0.04034618,1.0000044,g
61026.292522439,1.00544307,0.03831844,1.0000044,g
61026.292534014,1.13005838,0.04010827,1.0000044,g
61026.292545589,1.0627189,0.03887633,1.0000044,g
61026.292557164,0.89470581,0.03734029,1.0000044,g
61026.292568739,1.01645619,0.03834817,1.0000044,g
61026.292580313,1.00419732,0.03808463,1.0000044,g
61026.292591888,0.99322378,0.03938759,1.0000044,g
61026.292603463,1.04838434,0.0403983,1.0000044,g
61026.292615038,1.09923473,0.03986094,1.0000044,g
61026.292626613,0.99059766,0.03812802,1.0000044,g
61026.292638188,0.96770235,0.03813543,1.0000044,g
61026.292649763,1.00927143,0.03832655,1.0000044,g
61026.292661337,1.04545973,0.04035405,1.0000044,g
61026.292672912,1.03367843,0.03827437,1.0000044,g
61026.292684487,0.99218895,0.03858804,1.0000044,g
61026.292696062,1.05385732,0.03928457,1.0000044,g
61026.292707637,1.0178632,0.03883794,1.0000044,g
61026.292719212,0.98243524,0.03821187,1.0000044,g
61026.292730787,0.98340639,0.03803776,1.0000044,g
61026.292742362,1.00210049,0.03862809,1.0000044,g
61026.292753936,1.07723626,0.03906944,1.0000044,g
61026.292765511,0.91674602,0.03757237,1.0000044,g
61026.292777086,1.08447185,0.03931388,1.0000044,g
61026.292788661,1.01480298,0.03768445,1.0000044,g
61026.292800236,1.02632142,0.03873909,1.0000044,g
61026.292811811,0.99293385,0.03871521,1.0000044,g
61026.292823386,0.99660261,0.03924678,1.0000044,g
61026.29283496,0.95567277,0.03891369,1.0000044,g
61026.292846535,0.97190101,0.04073377,1.0000044,g
61026.29285811,1.0758108,0.04132427,1.0000044,g
61026.292869685,1.09872036,0.04075845,1.0000044,g
61026.29288126,1.02976611,0.0392825,1.0000044,g
61026.292892835,0.94520761,0.0377366,1.0000044,g
61026.29290441,1.03447407,0.03997465,1.0000044,g
61026.292915984,1.05580597,0.03981465,1.0000044,g
61026.292927559,1.02637759,0.03940726,1.0000044,g
61026.292939134,0.94755691,0.03862447,1.0000044,g
61026.292950709,0.99061998,0.03889798,1.0000044,g
61026.292962284,0.92694755,0.03870046,1.0000044,g
61026.292973859,1.02542462,0.04081593,1.0000044,g
61026.292985434,0.93235822,0.03916208,1.0000044,g
61026.292997009,0.97794741,0.0393977,1.0000044,g
61026.293008583,0.91151418,0.03830126,1.0000044,g
61026.293020158,0.87524942,0.03731127,1.0000044,g
61026.293031733,0.99678393,0.04126452,1.0000044,g
61026.293043308,1.01510187,0.04305507,1.0000044,g
61026.293054883,0.97968435,0.03994029,1.0000044,g
61026.293066458,0.96900355,0.04000983,1.0000044,g
61026.293078033,0.96937535,0.04000058,1.0000044,g
61026.293089607,0.99088046,0.03874463,1.0000044,g
61026.293101182,0.98698639,0.03916197,1.0000044,g
61026.293112757,1.04437905,0.04021679,1.0000044,g
61026.293124332,0.95107956,0.03834395,1.0000044,g
61026.293135907,0.90806829,0.03821067,1.0000044,g
61026.293147482,0.8502244,0.03795952,1.0000044,g
61026.293159057,0.93064208,0.03877614,1.0000044,g
61026.293170631,0.92733266,0.0393067,1.0000044,g
61026.293182206,1.02772612,0.04034491,1.0000044,g
61026.293193781,0.92884985,0.03825998,1.0000044,g
61026.293205356,0.93905099,0.03889499,1.0000044,g
61026.293216931,0.88412345,0.03809831,1.0000044,g
61026.293228506,0.92735758,0.03789759,1.0000044,g
61026.293240081,0.8870959,0.03570474,1.0000044,g
61026.293251656,0.94595404,0.03808033,1.0000044,g
61026.29326323,0.99513492,0.03974169,1.0000044,g
61026.293274805,0.88808803,0.03775304,1.0000044,g
61026.29328638,0.91308443,0.03737402,1.0000044,g
61026.293297955,0.94318708,0.03740668,1.0000044,g
61026.29330953,0.96250716,0.03810996,1.0000044,g
61026.293321105,0.9124261,0.03781399,1.0000044,g
61026.29333268,0.88930979,0.03643584,1.0000044,g
61026.293344254,0.8576452,0.03684225,1.0000044,g
61026.293355829,0.8638991,0.03595253,1.0000044,g
61026.293367404,0.97940372,0.0383518,1.0000044,g
61026.293378979,0.96538099,0.03888313,1.0000044,g
61026.293390554,1.00807191,0.03945725,1.0000044,g
61026.293402129,0.89976975,0.0364467,1.0000044,g
61026.293413704,0.87167764,0.03647204,1.0000044,g
61026.293425279,0.8848143,0.03704787,1.0000044,g
61026.293436853,0.8677727,0.03658849,1.0000044,g
61026.293448428,1.00019283,0.03935512,1.0000044,g
61026.293460003,0.76806413,0.03570351,1.0000044,g
61026.293471578,0.88686011,0.0382876,1.0000044,g
61026.293483153,0.86199091,0.03653805,1.0000044,g
61026.293494728,0.83670644,0.03588689,1.0000044,g
61026.293506303,0.94275576,0.03815907,1.0000044,g
61026.293517877,0.82336124,0.03586215,1.0000044,g
61026.293529452,0.86515456,0.03661982,1.0000044,g
61026.293541027,0.69071275,0.0350203,1.0000044,g
61026.293552602,0.81352593,0.03541494,1.0000044,g
61026.293564177,0.7871472,0.03513665,1.0000044,g
61026.293575752,0.80410443,0.03506882,1.0000044,g
61026.293587327,0.83735692,0.03613583,1.0000044,g
61026.293598901,0.77728155,0.03526752,1.0000044,g
61026.293610476,0.7887953,0.0353072,1.0000044,g
61026.293622051,0.74091896,0.03363036,1.0000044,g
61026.293633626,0.7517182,0.0337539,1.0000044,g
61026.293645201,0.72273224,0.033198,1.0000044,g
61026.293656776,0.75848508,0.03384395,1.0000044,g
61026.293668351,0.73745037,0.03337491,1.0000044,g
61026.293679926,0.71975053,0.03309198,1.0000044,g
61026.2936915,0.69288035,0.03238547,1.0000044,g
61026.293703075,0.65207886,0.03229014,1.0000044,g
61026.29371465,0.64416745,0.03283778,1.0000044,g
61026.293726225,0.6765657,0.03361313,1.0000044,g
61026.2937378,0.72747229,0.03406467,1.0000044,g
61026.293749375,0.74745908,0.03426378,1.0000044,g
61026.29376095,0.69600858,0.03268568,1.0000044,g
61026.293772524,0.75173566,0.03343286,1.0000044,g
61026.293784099,0.69018221,0.03304224,1.0000044,g
61026.293795674,0.67768916,0.03369637,1.0000044,g
61026.293807249,0.6172209,0.03092054,1.0000044,g
61026.293818824,0.6432561,0.03272586,1.0000044,g
61026.293830399,0.68576277,0.03256923,1.0000044,g
61026.293841974,0.63418728,0.03228109,1.0000044,g
61026.293853549,0.61819189,0.03245178,1.0000044,g
61026.293865123,0.63318993,0.03200246,1.0000044,g
61026.293876698,0.65992102,0.03178524,1.0000044,g
61026.293888273,0.59867647,0.03105247,1.0000044,g
61026.293899848,0.70877576,0.033193,1.0000044,g
61026.293911423,0.69829821,0.0339631,1.0000044,g
61026.293922998,0.69526923,0.03262657,1.0000044,g
61026.293934573,0.59100795,0.03057928,1.0000044,g
61026.293946147,0.63746429,0.03137275,1.0000044,g
61026.293957722,0.58081983,0.03019038,1.0000044,g
61026.293969297,0.67521218,0.03288538,1.0000044,g
61026.293980872,0.66331535,0.0321729,1.0000044,g
61026.293992447,0.62924219,0.03135961,1.0000044,g
61026.294004022,0.56308632,0.03010077,1.0000044,g
61026.294015597,0.61930579,0.03103362,1.0000044,g
61026.294027171,0.65491381,0.03101589,1.0000044,g
61026.294038746,0.56255011,0.02977115,1.0000044,g
61026.294050321,0.62341907,0.03073265,1.0000044,g
61026.294061896,0.63841042,0.03118672,1.0000044,g
61026.294073471,0.62059213,0.03162523,1.0000044,g
61026.294085046,0.69530819,0.03289898,1.0000044,g
61026.294096621,0.65510227,0.03157726,1.0000044,g
61026.294108196,0.62166577,0.03029436,1.0000044,g
61026.29411977,0.5420619,0.02925698,1.0000044,g
61026.294131345,0.5913653,0.03104051,1.0000044,g
61026.29414292,0.60046553,0.03167996,1.0000044,g
61026.294154495,0.63733238,0.03184899,1.0000044,g
61026.29416607,0.62123595,0.03181974,1.0000044,g
61026.294177645,0.61938875,0.03121006,1.0000044,g
61026.29418922,0.58942647,0.03004223,1.0000044,g
61026.294200794,0.56785732,0.02958759,1.0000044,g
61026.294212369,0.58596552,0.02989843,1.0000044,g
61026.294223944,0.64777784,0.03147252,1.0000044,g
61026.294235519,0.67453742,0.03279383,1.0000044,g
61026.294247094,0.5867255,0.03022514,1.0000044,g
61026.294258669,0.68930214,0.0324746,1.0000044,g
61026.294270244,0.6604464,0.03184757,1.0000044,g
61026.294281818,0.61741013,0.03146942,1.0000044,g
61026.294293393,0.61460989,0.03201193,1.0000044,g
61026.294304968,0.68545953,0.03282333,1.0000044,g
61026.294316543,0.72682761,0.03315936,1.0000044,g
61026.294328118,0.71534531,0.03400785,1.0000044,g
61026.294339693,0.65028522,0.03167118,1.0000044,g
61026.294351268,0.68329437,0.03248304,1.0000044,g
61026.294362843,0.67110927,0.03171123,1.0000044,g
61026.294374417,0.65684275,0.03224123,1.0000044,g
61026.294385992,0.71525359,0.03334725,1.0000044,g
61026.294397567,0.74166893,0.03404663,1.0000044,g
61026.294409142,0.81109716,0.03564281,1.0000044,g
61026.294420717,0.69424487,0.03270467,1.0000044,g
61026.294432292,0.74564887,0.03455347,1.0000044,g
61026.294443867,0.76005501,0.03445811,1.0000044,g
61026.294455441,0.73452432,0.03435554,1.0000044,g
61026.294467016,0.76283825,0.03405636,1.0000044,g
61026.294478591,0.80611372,0.03490263,1.0000044,g
61026.294490166,0.84234327,0.03582591,1.0000044,g
61026.294501741,0.83732783,0.03580689,1.0000044,g
61026.294513316,0.86342787,0.03558017,1.0000044,g
61026.294524891,0.8459721,0.03659801,1.0000044,g
61026.294536466,0.83479787,0.03492359,1.0000044,g
61026.29454804,1.0019613,0.03894082,1.0000044,g
61026.294559615,0.90922953,0.0365617,1.0000044,g
61026.29457119,0.8287759,0.03592987,1.0000044,g
61026.294582765,0.91602205,0.03791222,1.0000044,g
61026.29459434,0.84323496,0.03521632,1.0000044,g
61026.294605915,0.9739061,0.03833766,1.0000044,g
61026.29461749,0.86741581,0.03672738,1.0000044,g
61026.294629064,0.96317982,0.03788236,1.0000044,g
61026.294640639,0.92539775,0.03657969,1.0000044,g
61026.294652214,0.94399405,0.037815,1.0000044,g
61026.294663789,0.97047698,0.03761465,1.0000044,g
61026.294675364,0.98919512,0.03783171,1.0000044,g
61026.294686939,0.95627057,0.03744741,1.0000044,g
61026.294698514,0.9120935,0.0378832,1.0000044,g
61026.294710088,0.90948025,0.03769199,1.0000044,g
61026.294721663,1.04533042,0.0389028,1.0000044,g
61026.294733238,1.04824334,0.03875967,1.0000044,g
61026.294744813,0.99900713,0.03826464,1.0000044,g
61026.294756388,1.01528338,0.03848638,1.0000044,g
61026.294767963,1.01093246,0.03865815,1.0000044,g
61026.294779538,1.04746804,0.03949028,1.0000044,g
61026.294791113,0.96635316,0.03868266,1.0000044,g
61026.294802687,1.02418874,0.04013814,1.0000044,g
61026.294814262,0.9730179,0.03925242,1.0000044,g
61026.294825837,1.0542517,0.04071139,1.0000044,g
61026.294837412,1.02543482,0.04214849,1.0000044,g
61026.294848987,1.01979196,0.04016096,1.0000044,g
61026.294860562,0.98782547,0.0384429,1.0000044,g
61026.294872137,0.99963317,0.03855626,1.0000044,g
61026.294883711,1.08611948,0.0410975,1.0000044,g
61026.294895286,1.01448803,0.03973497,1.0000044,g
61026.294906861,1.04985785,0.04003001,1.0000044,g
61026.294918436,1.06637059,0.04012166,1.0000044,g
61026.294930011,1.09444037,0.04011604,1.0000044,g
61026.294941586,1.25875512,0.04268299,1.0000044,g
61026.294953161,1.07271122,0.04027416,1.0000044,g
61026.294964736,1.04563941,0.03960354,1.0000044,g
61026.29497631,1.09686544,0.04195217,1.0000044,g
61026.294987885,1.06150589,0.04102405,1.0000044,g
61026.29499946,1.03269929,0.04039924,1.0000044,g
61026.295011035,1.06018432,0.04018503,1.0000044,g
61026.29502261,1.02117555,0.03988287,1.0000044,g
61026.295034185,1.07151793,0.04041531,1.0000044,g
61026.29504576,1.02000189,0.04108237,1.0000044,g
61026.295057334,1.07867541,0.04203098,1.0000044,g
61026.295068909,1.07243199,0.04069628,1.0000044,g
61026.295080484,1.03855287,0.04015304,1.0000044,g
61026.295092059,0.99327143,0.04028508,1.0000044,g
61026.295103634,1.00972212,0.04148189,1.0000044,g
61026.295115209,1.05059822,0.04076711,1.0000044,g
61026.295126784,1.15536752,0.04143261,1.0000044,g
61026.295138358,1.04564512,0.03956014,1.0000044,g
61026.295149933,1.11865773,0.0421384,1.0000044,g
61026.295161508,0.9810603,0.03912056,1.0000044,g
61026.295173083,0.99865309,0.04034417,1.0000044,g
61026.295184658,1.15386226,0.04151099,1.0000044,g
61026.295196233,0.962583,0.03911617,1.0000044,g
61026.295207808,1.05360058,0.04229859,1.0000044,g
61026.295219383,1.05698751,0.04272765,1.0000044,g
61026.295230957,1.09559941,0.04302522,1.0000044,g
61026.295242532,1.03426652,0.04052046,1.0000044,g
61026.295254107,1.0859076,0.04114811,1.0000044,g
61026.295265682,1.06590185,0.03970459,1.0000044,g
61026.295277257,1.06038084,0.04009645,1.0000044,g
61026.295288832,1.03494953,0.03986373,1.0000044,g
61026.295300407,1.02315748,0.03997127,1.0000044,g
61026.295311981,0.98591166,0.03845644,1.0000044,g
61026.295323556,1.04346247,0.04127664,1.0000044,g
61026.295335131,0.99266698,0.04031135,1.0000044,g
61026.295346706,1.04314329,0.04144189,1.0000044,g
61026.295358281,0.98999026,0.03961856,1.0000044,g
61026.295369856,1.07012064,0.04104131,1.0000044,g
61026.295381431,1.00076596,0.03988941,1.0000044,g
61026.295393005,0.990647,0.03930419,1.0000044,g
61026.29540458,1.07168213,0.04098237,1.0000044,g
61026.295416155,1.04794435,0.04011534,1.0000044,g
61026.29542773,1.06233573,0.04041439,1.0000044,g
61026.295439305,1.07956118,0.04051398,1.0000044,g
61026.29545088,0.99757073,0.03904234,1.0000044,g
61026.295462455,1.0417941,0.03931259,1.0000044,g
61026.29547403,1.06491903,0.04020552,1.0000044,g
61026.295485604,1.03768579,0.04012676,1.0000044,g
61026.295497179,1.0128874,0.04044796,1.0000044,g
61026.295508754,1.10383864,0.04153593,1.0000044,g
61026.295520329,1.0023052,0.03937339,1.0000044,g
61026.295531904,1.04813851,0.03989229,1.0000044,g
61026.295543479,1.03864633,0.04004326,1.0000044,g
61026.295555054,1.1589021,0.04224131,1.0000044,g
61026.295566628,1.14801669,0.04151879,1.0000044,g
61026.295578203,1.11852768,0.0408134,1.0000044,g
61026.295589778,1.09563039,0.04200898,1.0000044,g
61026.295601353,1.19203393,0.04315665,1.0000044,g
61026.295612928,1.12205459,0.04122289,1.0000044,g
61026.295624503,1.05663531,0.04100189,1.0000044,g
61026.295636078,1.00914841,0.03954736,1.0000044,g
61026.295647653,1.05138649,0.04186797,1.0000044,g
61026.295659227,1.07593468,0.04057074,1.0000044,g
61026.295670802,1.06771552,0.04109237,1.0000044,g
61026.295682377,1.10124225,0.04099352,1.0000044,g
61026.295693952,1.05262605,0.04063857,1.0000044,g
61026.295705527,1.10527119,0.04200187,1.0000044,g
61026.295717102,1.06140143,0.04100803,1.0000044,g
61026.295728677,1.13545581,0.04340631,1.0000044,g
61026.295740251,1.03792597,0.04019055,1.0000044,g
61026.295751826,1.04321862,0.04040458,1.0000044,g
61026.295763401,1.09841366,0.04126463,1.0000044,g
61026.295774976,1.11973054,0.04166602,1.0000044,g
61026.295786551,1.08317338,0.04026423,1.0000044,g
61026.295798126,1.09393498,0.04082404,1.0000044,g
61026.295809701,1.11267778,0.04385227,1.0000044,g
61026.295821275,1.0651427,0.04286498,1.0000044,g
61026.29583285,1.16826379,0.04213765,1.0000044,g
61026.295844425,1.05986606,0.04151251,1.0000044,g
61026.295856,1.02494226,0.04087816,1.0000044,g
61026.295867575,1.04300752,0.04057005,1.0000044,g
61026.29587915,1.11220745,0.04171238,1.0000044,g
61026.295890725,1.04564097,0.04010493,1.0000044,g
61026.2959023,1.00250501,0.04089177,1.0000044,g
61026.295913874,0.99457717,0.04035395,1.0000044,g
61026.295925449,0.99852185,0.03972245,1.0000044,g
61026.295937024,1.09961038,0.04226589,1.0000044,g
61026.295948599,1.07722031,0.04117606,1.0000044,g
61026.295960174,1.09274938,0.0402707,1.0000044,g
61026.295971749,1.05897377,0.0405359,1.0000044,g
61026.295983324,1.07436901,0.0400545,1.0000044,g
61026.295994898,1.13661938,0.04188555,1.0000044,g
61026.296006473,1.07190996,0.0406299,1.0000044,g
61026.296018048,1.0930587,0.04104367,1.0000044,g
61026.296029623,1.06211275,0.03984059,1.0000044,g
61026.296041198,1.15009125,0.04200892,1.0000044,g
61026.296052773,1.09758826,0.041065,1.0000044,g
61026.296064348,1.07368554,0.04041499,1.0000044,g
61026.296075922,1.16094125,0.04243847,1.0000044,g
61026.296087497,1.06366809,0.04022558,1.0000044,g
61026.296099072,1.14701497,0.04154776,1.0000044,g
61026.296110647,1.04621935,0.04200845,1.0000044,g
61026.296122222,1.0028472,0.0397261,1.0000044,g
61026.296133797,1.08030873,0.04104072,1.0000044,g
61026.296145372,1.11722094,0.04047426,1.0000044,g
61026.296156947,1.16800545,0.0417227,1.0000044,g
61026.296168521,1.15490281,0.04122839,1.0000044,g
61026.296180096,1.1492155,0.04280623,1.0000044,g
61026.296191671,1.12357769,0.04162048,1.0000044,g
61026.296203246,1.21075464,0.04269298,1.0000044,g
61026.296214821,1.04508795,0.04012814,1.0000044,g
61026.296226396,1.16534698,0.04175811,1.0000044,g
61026.296237971,1.08544804,0.04068824,1.0000044,g
61026.296249545,1.0872376,0.04132976,1.0000044,g
61026.29626112,1.07225659,0.04122466,1.0000044,g
61026.296272695,1.02361162,0.03948406,1.0000044,g
61026.29628427,1.03587239,0.03960702,1.0000044,g
61026.296295845,1.09424559,0.04100779,1.0000044,g
61026.29630742,1.1650951,0.04281295,1.0000044,g
61026.296318995,1.09688951,0.04110702,1.0000044,g
61026.29633057,1.04242608,0.03994618,1.0000044,g
61026.296342144,1.02371159,0.03945508,1.0000044,g
61026.296353719,1.04791596,0.04060009,1.0000044,g
61026.296365294,1.07492557,0.04134801,1.0000044,g
61026.296376869,1.01815106,0.04073115,1.0000044,g
61026.296388444,1.11490995,0.04149626,1.0000044,g
61026.296400019,1.07814638,0.04000362,1.0000044,g
61026.296411594,1.15494926,0.0409133,1.0000044,g
61026.296423168,1.1314042,0.04053576,1.0000044,g
61026.296434743,1.09343873,0.04054389,1.0000044,g
61026.296446318,1.13482221,0.04194584,1.0000044,g
61026.296457893,1.03609143,0.04119989,1.0000044,g
61026.296469468,1.07836078,0.04082151,1.0000044,g
61026.296481043,1.07653589,0.04063313,1.0000044,g
61026.296492618,1.140376,0.04138154,1.0000044,g
61026.296504192,1.10497318,0.04092285,1.0000044,g
61026.296515767,1.0798429,0.04134804,1.0000044,g
61026.296527342,1.21346875,0.04582538,1.0000044,g
61026.296538917,1.04302425,0.03961858,1.0000044,g
61026.296550492,0.95056219,0.03902391,1.0000044,g
61026.296562067,0.99028223,0.04074637,1.0000044,g
61026.296573642,1.09987326,0.04203934,1.0000044,g
61026.296585217,1.03673487,0.04033265,1.0000044,g
61026.296596791,1.04479748,0.04011655,1.0000044,g
61026.296608366,1.05857649,0.04065653,1.0000044,g
61026.296619941,0.99464468,0.0396977,1.0000044,g
61026.296631516,1.00308098,0.03981996,1.0000044,g
61026.296643091,0.98424167,0.03910738,1.0000044,g
61026.296654666,1.01379563,0.03959321,1.0000044,g
61026.296666241,1.00958776,0.04050982,1.0000044,g
61026.296677815,0.97986315,0.04122739,1.0000044,g
61026.29668939,0.98762519,0.041461,1.0000044,g
61026.296700965,1.00880694,0.04067901,1.0000044,g
61026.29671254,1.08919776,0.0433138,1.0000044,g
61026.296724115,0.9802128,0.04198227,1.0000044,g
61026.29673569,1.01471969,0.04327011,1.0000044,g
61026.296747265,0.84647912,0.03935245,1.0000044,g
61026.296758839,0.98860953,0.04220838,1.0000044,g
61026.296770414,1.00331121,0.04188792,1.0000044,g
61026.296781989,0.951941,0.04030081,1.0000044,g
61026.296793564,0.96982032,0.04009264,1.0000044,g
61026.296805139,0.97593929,0.04054527,1.0000044,g
61026.296816714,0.94744986,0.04021648,1.0000044,g
61026.296828289,0.98376094,0.04252294,1.0000044,g
61026.296839864,0.90524969,0.03916489,1.0000044,g
61026.296851438,0.97885154,0.04038448,1.0000044,g
61026.296863013,1.03823538,0.04261871,1.0000044,g
61026.296874588,1.05292421,0.0436689,1.0000044,g
61026.296886163,0.95941621,0.0388235,1.0000044,g
61026.296897738,0.95240834,0.03918407,1.0000044,g
61026.296909313,1.11069722,0.04320497,1.0000044,g
61026.296920888,0.96679929,0.04072811,1.0000044,g
61026.296932462,1.11208323,0.04181538,1.0000044,g
61026.296944037,0.92491711,0.03916438,1.0000044,g
61026.296955612,1.01239748,0.03888269,1.0000044,g
61026.296967187,0.99898291,0.03945088,1.0000044,g
61026.296978762,1.00561427,0.04156181,1.0000044,g
61026.296990337,1.00885849,0.03908724,1.0000044,g
61026.297001912,1.01560275,0.03907432,1.0000044,g
61026.297013487,0.94169602,0.03842811,1.0000044,g
61026.297025061,0.97800613,0.03898653,1.0000044,g
61026.297036636,0.94061558,0.03838953,1.0000044,g
61026.297048211,0.87026253,0.03666976,1.0000044,g
61026.297059786,0.95003598,0.03851988,1.0000044,g
61026.297071361,0.91988014,0.03783118,1.0000044,g
61026.297082936,0.98095487,0.03860974,1.0000044,g
61026.297094511,1.02574548,0.03936989,1.0000044,g
61026.297106085,1.00402436,0.03933749,1.0000044,g
61026.29711766,1.00629414,0.03953641,1.0000044,g
61026.297129235,0.98711642,0.03806402,1.0000044,g
61026.29714081,1.03760365,0.0399468,1.0000044,g
61026.297152385,0.98298354,0.03862153,1.0000044,g
61026.29716396,1.04322692,0.03915254,1.0000044,g
61026.297175535,1.04047916,0.0391179,1.0000044,g
61026.297187109,0.94502108,0.03797171,1.0000044,g
61026.297198684,0.97077847,0.03923461,1.0000044,g
61026.297210259,0.9628188,0.03814453,1.0000044,g
61026.297221834,0.99485073,0.03933696,1.0000044,g
61026.297233409,0.99356521,0.03893789,1.0000044,g
61026.297244984,1.0709082,0.04103814,1.0000044,g
61026.297256559,0.99007367,0.03857582,1.0000044,g
61026.297268134,0.99003376,0.03879761,1.0000044,g
61026.297279708,1.04021194,0.04095704,1.0000044,g
61026.297291283,0.99225825,0.03948308,1.0000044,g
61026.297302858,1.03860266,0.04271611,1.0000044,g
61026.297314433,1.09005418,0.04180817,1.0000044,g
61026.297326008,1.01977476,0.04122036,1.0000044,g
61026.297337583,1.01543498,0.0408542,1.0000044,g
61026.297349158,0.90174658,0.03832202,1.0000044,g
61026.297360732,1.042831,0.04158356,1.0000044,g
61026.297372307,1.05235974,0.04213206,1.0000044,g
61026.297383882,1.03417932,0.0406518,1.0000044,g
61026.297395457,1.04742371,0.04075663,1.0000044,g
61026.297407032,1.06558172,0.04044654,1.0000044,g
61026.297418607,0.9295884,0.03993795,1.0000044,g
61026.297430182,0.95793729,0.04078959,1.0000044,g
61026.297441756,1.09796232,0.04191333,1.0000044,g
61026.297453331,1.09811301,0.04093481,1.0000044,g
61026.297464906,1.00445496,0.04016225,1.0000044,g
61026.297476481,0.96761022,0.03966692,1.0000044,g
61026.297488056,1.14971425,0.04236941,1.0000044,g
61026.297499631,1.02743708,0.04012453,1.0000044,g
61026.297511206,1.05732493,0.04259774,1.0000044,g
61026.297522781,1.09335481,0.04110114,1.0000044,g
61026.297534355,0.9948426,0.03986781,1.0000044,g
61026.29754593,1.05051292,0.04049259,1.0000044,g
61026.297557505,0.98308618,0.03927338,1.0000044,g
61026.29756908,1.11956646,0.04092659,1.0000044,g
61026.297580655,1.10365591,0.04082043,1.0000044,g
61026.29759223,1.02811715,0.04048415,1.0000044,g
61026.297603805,1.00130641,0.04018607,1.0000044,g
61026.297615379,0.99257495,0.03941857,1.0000044,g
61026.297626954,0.95439998,0.03867061,1.0000044,g
61026.297638529,0.98846471,0.03921586,1.0000044,g
61026.297650104,1.10264645,0.04197015,1.0000044,g
61026.297661679,1.08544938,0.04158712,1.0000044,g
61026.297673254,1.11309671,0.04289374,1.0000044,g
61026.297684829,1.06353248,0.04130487,1.0000044,g
61026.297696404,1.08757578,0.04170205,1.0000044,g
61026.297707978,1.08568027,0.04021674,1.0000044,g
61026.297719553,0.99351395,0.03944626,1.0000044,g
61026.297731128,0.99772486,0.03856562,1.0000044,g
61026.297742703,1.06849306,0.0402251,1.0000044,g
61026.297754278,1.08354659,0.04127733,1.0000044,g
61026.297765853,1.06906499,0.04111332,1.0000044,g
61026.297777428,1.01461432,0.03969013,1.0000044,g
61026.297789002,1.05565077,0.04191896,1.0000044,g
61026.297800577,1.03905963,0.03976135,1.0000044,g
61026.297812152,1.08157343,0.04067495,1.0000044,g
61026.297823727,1.03937878,0.03951451,1.0000044,g
61026.297835302,1.0962941,0.04072189,1.0000044,g
61026.297846877,1.08924845,0.04003549,1.0000044,g
61026.297858452,1.13788804,0.03966522,1.0000044,g
61026.297870026,1.05101814,0.03951988,1.0000044,g
61026.297881601,0.90194188,0.03717009,1.0000044,g
61026.297893176,1.02791908,0.03891934,1.0000044,g
61026.297904751,1.14726407,0.04144016,1.0000044,g
61026.297916326,1.12221178,0.04061945,1.0000044,g
61026.297927901,1.10239312,0.04041411,1.0000044,g
61026.297939476,1.13567854,0.04095181,1.0000044,g
61026.297951051,1.10813168,0.04061059,1.0000044,g
61026.297962625,1.07138247,0.03942586,1.0000044,g
61026.2979742,1.15970854,0.04163097,1.0000044,g
61026.297985775,1.17042186,0.0409629,1.0000044,g
61026.29799735,1.0810758,0.03957758,1.0000044,g
61026.298008925,1.10551035,0.04091218,1.0000044,g
61026.2980205,0.99345879,0.03842531,1.0000044,g
61026.298032075,1.12788003,0.04034791,1.0000044,g
