bjd_tdb,flux_rel,flux_rel_err,filter,exptime_s
60033.2295191,1.051745,0.078759,u,24.000192
60033.22955417,0.964052,0.037617,g,24.000192
60033.22955417,1.125721,0.100383,i,24.000192
60033.22962429,1.06389,0.038658,g,24.000192
60033.22962429,0.935449,0.098435,i,24.000192
60033.22965936,0.92764,0.077298,u,24.000192
60033.22969442,1.043745,0.036578,g,24.000192
60033.22969442,1.03119,0.096396,i,24.000192
60033.22976455,1.07295,0.03723,g,24.000192
60033.22976455,1.039972,0.095464,i,24.000192
60033.22979961,1.0615,0.077231,u,24.000192
60033.22983467,1.096078,0.037125,g,24.000192
60033.22983467,1.174747,0.098916,i,24.000192
60033.2299048,1.067107,0.037885,g,24.000192
60033.2299048,0.953003,0.094161,i,24.000192
60033.22993986,1.188314,0.08069,u,24.000192
60033.22997493,1.071503,0.039233,g,24.000192
60033.22997493,0.900253,0.100836,i,24.000192
60033.23004505,1.042902,0.038103,g,24.000192
60033.23004505,0.892423,0.097093,i,24.000192
60033.23008012,0.999092,0.081237,u,24.000192
60033.23011518,1.0355,0.037636,g,24.000192
60033.23011518,1.043008,0.089026,i,24.000192
60033.23018531,1.049449,0.037707,g,24.000192
60033.23018531,0.982923,0.099003,i,24.000192
60033.23022037,0.989368,0.080847,u,24.000192
60033.23025543,1.005084,0.036847,g,24.000192
60033.23025543,1.151546,0.096694,i,24.000192
60033.23032556,1.023073,0.03841,g,24.000192
60033.23032556,0.938205,0.095033,i,24.000192
60033.23036062,1.089246,0.081344,u,24.000192
60033.23039569,1.060102,0.037509,g,24.000192
60033.23039569,0.893133,0.093638,i,24.000192
60033.23046581,1.090543,0.040243,g,24.000192
60033.23046581,1.11673,0.1011,i,24.000192
60033.23050088,1.008741,0.084208,u,24.000192
60033.23053594,1.023178,0.037501,g,24.000192
60033.23053594,1.303625,0.096926,i,24.000192
60033.23060607,1.11695,0.041657,g,24.000192
60033.23060607,1.058934,0.104727,i,24.000192
60033.23064113,1.066563,0.085334,u,24.000192
60033.23067619,1.048439,0.041504,g,24.000192
60033.23067619,0.905904,0.105584,i,24.000192
60033.23074632,1.053254,0.039706,g,24.000192
60033.23074632,1.093383,0.101971,i,24.000192
60033.23078138,1.082593,0.087042,u,24.000192
60033.23081645,0.993847,0.035359,g,24.000192
60033.23081645,1.192553,0.098383,i,24.000192
60033.23088657,0.97252,0.037467,g,24.000192
60033.23088657,1.072658,0.105797,i,24.000192
60033.23092164,0.965054,0.084129,u,24.000192
60033.2309567,0.96945,0.03954,g,24.000192
60033.2309567,1.039712,0.101256,i,24.000192
60033.23102683,0.993986,0.038771,g,24.000192
60033.23102683,0.922852,0.095409,i,24.000192
60033.23106189,1.035814,0.08418,u,24.000192
60033.23109695,0.9514,0.039585,g,24.000192
60033.23109695,0.971187,0.106044,i,24.000192
60033.23116708,0.990804,0.039206,g,24.000192
60033.23116708,1.128477,0.102014,i,24.000192
60033.23120214,0.915882,0.088251,u,24.000192
60033.23123721,1.019006,0.041537,g,24.000192
60033.23123721,0.938757,0.108484,i,24.000192
60033.23130733,0.942501,0.03897,g,24.000192
60033.23130733,1.011683,0.101865,i,24.000192
60033.2313424,0.945804,0.094679,u,24.000192
60033.23137746,1.036166,0.048398,g,24.000192
60033.23137746,1.028821,0.126538,i,24.000192
60033.23144759,0.988304,0.041764,g,24.000192
60033.23144759,0.778616,0.118525,i,24.000192
60033.23148265,1.104468,0.090794,u,24.000192
60033.23151771,1.017937,0.040812,g,24.000192
60033.23151771,0.988516,0.108695,i,24.000192
60033.23158784,1.012322,0.044205,g,24.000192
60033.23158784,0.855946,0.121062,i,24.000192
60033.2316229,1.111072,0.093115,u,24.000192
60033.23165797,1.031508,0.040821,g,24.000192
60033.23165797,0.989732,0.110842,i,24.000192
60033.23172809,1.044775,0.041772,g,24.000192
60033.23172809,1.120669,0.11173,i,24.000192
60033.23176316,1.094745,0.090167,u,24.000192
60033.23179822,1.12347,0.040196,g,24.000192
60033.23179822,1.188788,0.104179,i,24.000192
60033.23186835,1.062249,0.043636,g,24.000192
60033.23186835,1.199788,0.120752,i,24.000192
60033.23190341,1.17631,0.098472,u,24.000192
60033.23193847,1.012444,0.041087,g,24.000192
60033.23193847,1.033975,0.109698,i,24.000192
60033.2320086,0.992174,0.042696,g,24.000192
60033.2320086,1.013945,0.112911,i,24.000192
60033.23204366,1.147389,0.099993,u,24.000192
60033.23207873,1.161115,0.047246,g,24.000192
60033.23207873,1.032557,0.133363,i,24.000192
60033.23214885,1.101794,0.045345,g,24.000192
60033.23214885,1.133464,0.114453,i,24.000192
60033.23218392,0.974872,0.100866,u,24.000192
60033.23221898,1.11184,0.042461,g,24.000192
60033.23221898,1.004281,0.109369,i,24.000192
60033.23228911,1.020018,0.042638,g,24.000192
60033.23228911,1.191261,0.117647,i,24.000192
60033.23232417,1.191538,0.09162,u,24.000192
60033.23235923,1.096674,0.039617,g,24.000192
60033.23235923,1.392414,0.104324,i,24.000192
60033.23242936,1.074888,0.042248,g,24.000192
60033.23242936,1.160948,0.113079,i,24.000192
60033.23246442,1.172567,0.088482,u,24.000192
60033.23249949,1.113379,0.038805,g,24.000192
60033.23249949,1.244596,0.107661,i,24.000192
60033.23256961,1.044201,0.040376,g,24.000192
60033.23256961,1.090633,0.103899,i,24.000192
60033.23260468,1.091317,0.093281,u,24.000192
60033.23263974,1.151523,0.044435,g,24.000192
60033.23263974,1.332474,0.120356,i,24.000192
60033.23270987,0.986585,0.038734,g,24.000192
60033.23270987,1.188527,0.098466,i,24.000192
60033.23274493,0.996933,0.080786,u,24.000192
60033.23277999,1.05197,0.038697,g,24.000192
60033.23277999,1.092888,0.101285,i,24.000192
60033.23285012,1.002208,0.042437,g,24.000192
60033.23285012,1.012749,0.107238,i,24.000192
60033.23288518,0.948877,0.088889,u,24.000192
60033.23292025,0.988201,0.039173,g,24.000192
60033.23292025,1.111562,0.105766,i,24.000192
60033.23299037,0.910311,0.044874,g,24.000192
60033.23299037,1.092505,0.118607,i,24.000192
60033.23302544,1.001104,0.094823,u,24.000192
60033.2330605,0.999515,0.039543,g,24.000192
60033.2330605,1.089174,0.101536,i,24.000192
60033.23313063,0.962302,0.039663,g,24.000192
60033.23313063,1.037861,0.099183,i,24.000192
60033.23316569,1.04308,0.093809,u,24.000192
60033.23320075,1.050815,0.040635,g,24.000192
60033.23320075,0.934423,0.106709,i,24.000192
60033.23327088,0.999654,0.040131,g,24.000192
60033.23327088,0.962257,0.107087,i,24.000192
60033.23330594,0.923657,0.080839,u,24.000192
60033.23334101,0.985503,0.037838,g,24.000192
60033.23334101,1.002349,0.100152,i,24.000192
60033.23341113,0.911665,0.037569,g,24.000192
60033.23341113,0.972865,0.095175,i,24.000192
60033.2334462,0.957008,0.080633,u,24.000192
60033.23348126,0.886099,0.03781,g,24.000192
60033.23348126,0.954436,0.097232,i,24.000192
60033.23355139,0.879936,0.037012,g,24.000192
60033.23355139,1.071893,0.097603,i,24.000192
60033.23358645,0.951663,0.079662,u,24.000192
60033.23362151,0.812533,0.034685,g,24.000192
60033.23362151,0.958975,0.087573,i,24.000192
60033.23369164,0.899456,0.037672,g,24.000192
60033.23369164,0.859192,0.093352,i,24.000192
60033.2337267,0.801715,0.081467,u,24.000192
60033.23376177,0.788384,0.036287,g,24.000192
60033.23376177,0.820234,0.09837,i,24.000192
60033.23383189,0.694719,0.037806,g,24.000192
60033.23383189,0.549854,0.10379,i,24.000192
60033.23386696,0.801785,0.090845,u,24.000192
60033.23390202,0.69505,0.038514,g,24.000192
60033.23390202,0.56406,0.099133,i,24.000192
60033.23397215,0.621596,0.037803,g,24.000192
60033.23397215,0.856569,0.105973,i,24.000192
60033.23400721,0.586488,0.082986,u,24.000192
60033.23404227,0.606476,0.036002,g,24.000192
60033.23404227,0.663541,0.100204,i,24.000192
60033.2341124,0.59103,0.036842,g,24.000192
60033.2341124,0.805026,0.099105,i,24.000192
60033.23414746,0.603139,0.076206,u,24.000192
60033.23418253,0.61989,0.034829,g,24.000192
60033.23418253,0.637426,0.098612,i,24.000192
60033.23425265,0.620184,0.035208,g,24.000192
60033.23425265,0.469639,0.094112,i,24.000192
60033.23428772,0.546552,0.086067,u,24.000192
60033.23432278,0.588803,0.039538,g,24.000192
60033.23432278,0.614508,0.111486,i,24.000192
60033.23439291,0.603251,0.034379,g,24.000192
60033.23439291,0.688456,0.096147,i,24.000192
60033.23442797,0.59855,0.0802,u,24.000192
60033.23446303,0.682466,0.038298,g,24.000192
60033.23446303,0.661289,0.098835,i,24.000192
60033.23453316,0.724863,0.037976,g,24.000192
60033.23453316,0.617084,0.106216,i,24.000192
60033.23456822,0.739407,0.086267,u,24.000192
60033.23460329,0.816929,0.036289,g,24.000192
60033.23460329,0.86474,0.101989,i,24.000192
60033.23467341,0.86035,0.03715,g,24.000192
60033.23467341,0.799508,0.098742,i,24.000192
60033.23470848,0.728985,0.081586,u,24.000192
60033.23474354,0.85466,0.036973,g,24.000192
60033.23474354,0.902085,0.10117,i,24.000192
60033.23481367,0.911689,0.038965,g,24.000192
60033.23481367,1.000697,0.102967,i,24.000192
60033.23484873,0.961219,0.083638,u,24.000192
60033.23488379,0.949332,0.037917,g,24.000192
60033.23488379,1.132999,0.101989,i,24.000192
60033.23495392,0.968264,0.037083,g,24.000192
60033.23495392,1.072915,0.093663,i,24.000192
60033.23498898,0.95421,0.083614,u,24.000192
60033.23502405,1.02363,0.040238,g,24.000192
60033.23502405,1.015241,0.109248,i,24.000192
60033.23509417,0.985431,0.040343,g,24.000192
60033.23509417,0.947554,0.107759,i,24.000192
60033.23512924,0.981522,0.089729,u,24.000192
60033.2351643,1.012353,0.04109,g,24.000192
60033.2351643,0.987372,0.106143,i,24.000192
60033.23523443,1.067405,0.03777,g,24.000192
60033.23523443,1.055589,0.099922,i,24.000192
60033.23526949,1.014906,0.086175,u,24.000192
60033.23530455,1.076101,0.039508,g,24.000192
60033.23530455,1.178945,0.101537,i,24.000192
60033.23537468,1.139958,0.040086,g,24.000192
60033.23537468,1.089272,0.098652,i,24.000192
60033.23540974,0.981302,0.082436,u,24.000192
60033.23544481,0.999846,0.039656,g,24.000192
60033.23544481,1.191764,0.106469,i,24.000192
60033.23551493,1.013924,0.039306,g,24.000192
60033.23551493,1.057822,0.094981,i,24.000192
60033.23555,1.082259,0.084625,u,24.000192
60033.23558506,1.043112,0.036355,g,24.000192
60033.23558506,1.035722,0.088567,i,24.000192
60033.23565519,1.091886,0.042011,g,24.000192
60033.23565519,1.211291,0.113738,i,24.000192
60033.23569025,1.08795,0.092789,u,24.000192
60033.23572531,1.013515,0.041672,g,24.000192
60033.23572531,1.048851,0.109927,i,24.000192
60033.23579544,1.109547,0.037842,g,24.000192
60033.23579544,1.003019,0.094657,i,24.000192
60033.2358305,0.814958,0.086644,u,24.000192
60033.23586557,1.054625,0.041961,g,24.000192
60033.23586557,1.127816,0.101818,i,24.000192
60033.23593569,1.017131,0.041324,g,24.000192
60033.23593569,0.833011,0.104348,i,24.000192
60033.23597076,0.970178,0.089412,u,24.000192
60033.23600582,1.071169,0.040992,g,24.000192
60033.23600582,1.134571,0.104054,i,24.000192
60033.23607595,1.093395,0.037807,g,24.000192
60033.23607595,1.070642,0.101668,i,24.000192
60033.23611101,0.918594,0.085791,u,24.000192
60033.23614607,1.055395,0.041456,g,24.000192
60033.23614607,1.043722,0.103948,i,24.000192
60033.2362162,1.098849,0.040156,g,24.000192
60033.2362162,1.185044,0.095498,i,24.000192
60033.23625126,1.132368,0.085232,u,24.000192
60033.23628633,1.028096,0.042144,g,24.000192
60033.23628633,1.012917,0.103376,i,24.000192
60033.23635645,1.088481,0.041196,g,24.000192
60033.23635645,1.247128,0.109,i,24.000192
60033.23639152,1.142397,0.092222,u,24.000192
60033.23642658,1.14235,0.042058,g,24.000192
60033.23642658,1.051343,0.097924,i,24.000192
60033.23649671,1.084131,0.039425,g,24.000192
60033.23649671,1.092894,0.097065,i,24.000192
60033.23653177,1.184617,0.085726,u,24.000192
60033.23656683,1.035409,0.038996,g,24.000192
60033.23656683,0.962392,0.102262,i,24.000192
60033.23663696,1.052212,0.040831,g,24.000192
60033.23663696,0.678344,0.103567,i,24.000192
60033.23667202,1.122074,0.085643,u,24.000192
60033.23670709,1.019399,0.039289,g,24.000192
60033.23670709,1.063561,0.101973,i,24.000192
60033.23677721,1.061875,0.03961,g,24.000192
60033.23677721,0.964881,0.095229,i,24.000192
60033.23681228,1.210135,0.085575,u,24.000192
60033.23684734,1.028736,0.040568,g,24.000192
60033.23684734,0.866811,0.099328,i,24.000192
60033.23691747,1.011327,0.040538,g,24.000192
60033.23691747,0.999915,0.09909,i,24.000192
60033.23695253,1.047621,0.083786,u,24.000192
60033.23698759,0.989784,0.040499,g,24.000192
60033.23698759,0.941739,0.095949,i,24.000192
60033.23705772,1.00298,0.039083,g,24.000192
60033.23705772,1.030247,0.100986,i,24.000192
60033.23709278,0.972063,0.083172,u,24.000192
60033.23712785,1.087343,0.041595,g,24.000192
60033.23712785,1.123751,0.105856,i,24.000192
60033.23719797,0.978021,0.040827,g,24.000192
60033.23719797,1.146895,0.101636,i,24.000192
60033.23723304,1.078687,0.089916,u,24.000192
60033.2372681,1.02109,0.041462,g,24.000192
60033.2372681,0.966938,0.103244,i,24.000192
60033.23733823,1.049244,0.043577,g,24.000192
60033.23733823,0.907507,0.114822,i,24.000192
60033.23737329,1.030881,0.093602,u,24.000192
60033.23740835,0.994113,0.041444,g,24.000192
60033.23740835,0.904616,0.108563,i,24.000192
60033.23747848,0.961996,0.042201,g,24.000192
60033.23747848,1.189076,0.10678,i,24.000192
60033.23751354,0.956019,0.089004,u,24.000192
60033.23754861,1.032705,0.041149,g,24.000192
60033.23754861,1.207099,0.104877,i,24.000192
60033.23761873,1.077498,0.039333,g,24.000192
60033.23761873,0.963341,0.097604,i,24.000192
60033.2376538,1.044682,0.087084,u,24.000192
60033.23768886,1.080002,0.039909,g,24.000192
60033.23768886,1.05484,0.101065,i,24.000192
60033.23775899,1.101093,0.040582,g,24.000192
60033.23775899,1.133382,0.102282,i,24.000192
60033.23779405,0.981876,0.091818,u,24.000192
60033.23782911,1.038507,0.042462,g,24.000192
60033.23782911,1.099522,0.106607,i,24.000192
60033.23789924,1.056683,0.042447,g,24.000192
60033.23789924,1.231432,0.110779,i,24.000192
60033.2379343,1.036206,0.091595,u,24.000192
60033.23796937,1.085668,0.040348,g,24.000192
60033.23796937,1.17856,0.102283,i,24.000192
60033.23803949,1.104688,0.03901,g,24.000192
60033.23803949,1.158278,0.100481,i,24.000192
60033.23807456,0.98739,0.084076,u,24.000192
60033.23810962,1.162299,0.042988,g,24.000192
60033.23810962,1.144827,0.106908,i,24.000192
60033.23817975,1.123136,0.038666,g,24.000192
60033.23817975,1.243567,0.100513,i,24.000192
60033.23821481,1.085683,0.083222,u,24.000192
60033.23824987,1.160822,0.041549,g,24.000192
60033.23824987,1.229485,0.107065,i,24.000192
60033.23832,1.111818,0.041631,g,24.000192
60033.23832,1.232858,0.106894,i,24.000192
60033.23835506,0.98658,0.08256,u,24.000192
60033.23839013,1.050331,0.038887,g,24.000192
60033.23839013,1.232137,0.099325,i,24.000192
60033.23846025,1.073467,0.040648,g,24.000192
60033.23846025,1.085373,0.102393,i,24.000192
60033.23849532,0.989297,0.087315,u,24.000192
60033.23853038,1.078959,0.041145,g,24.000192
60033.23853038,0.905546,0.100674,i,24.000192
60033.23860051,1.071544,0.04099,g,24.000192
60033.23860051,1.023206,0.106416,i,24.000192
60033.23863557,0.819302,0.083194,u,24.000192
60033.23867063,1.073818,0.038875,g,24.000192
60033.23867063,0.942537,0.098712,i,24.000192
60033.23874076,1.080783,0.040122,g,24.000192
60033.23874076,1.148371,0.107676,i,24.000192
60033.23877582,1.104533,0.082441,u,24.000192
60033.23881089,1.008917,0.038031,g,24.000192
60033.23881089,1.213136,0.094701,i,24.000192
60033.23888101,1.075209,0.037681,g,24.000192
60033.23888101,1.165699,0.09686,i,24.000192
60033.23891608,1.017196,0.078602,u,24.000192
60033.23895114,1.034549,0.03668,g,24.000192
60033.23895114,1.05361,0.089049,i,24.000192
60033.23902127,1.039423,0.038139,g,24.000192
60033.23902127,1.047939,0.093471,i,24.000192
60033.23905633,0.970155,0.075895,u,24.000192
60033.23909139,1.002752,0.03663,g,24.000192
60033.23909139,1.071202,0.092681,i,24.000192
60033.23916152,1.071324,0.03674,g,24.000192
60033.23916152,1.100166,0.087415,i,24.000192
60033.23919658,0.923762,0.077717,u,24.000192
60033.23923165,0.932194,0.036858,g,24.000192
60033.23923165,0.987296,0.093428,i,24.000192
60033.23930177,1.000011,0.037576,g,24.000192
60033.23930177,1.079387,0.101312,i,24.000192
60033.23933684,1.00015,0.076236,u,24.000192
60033.2393719,1.007921,0.03705,g,24.000192
60033.2393719,0.998223,0.090633,i,24.000192
60033.23944203,0.947083,0.037359,g,24.000192
60033.23944203,0.910222,0.094029,i,24.000192
60033.23947709,0.879237,0.078521,u,24.000192
60033.23951215,0.983096,0.037335,g,24.000192
60033.23951215,0.907284,0.09075,i,24.000192
60033.23958228,0.891372,0.034405,g,24.000192
60033.23958228,1.126945,0.087774,i,24.000192
60033.23961734,0.971777,0.080389,u,24.000192
60033.23965241,0.822262,0.038191,g,24.000192
60033.23965241,0.775291,0.094129,i,24.000192
60033.23972253,0.887118,0.036277,g,24.000192
60033.23972253,0.880042,0.086928,i,24.000192
60033.2397576,0.723789,0.075274,u,24.000192
60033.23979266,0.763007,0.03606,g,24.000192
60033.23979266,0.771617,0.088263,i,24.000192
60033.23986279,0.739088,0.035953,g,24.000192
60033.23986279,0.592535,0.09641,i,24.000192
60033.23989785,0.723622,0.077043,u,24.000192
60033.23993291,0.732938,0.035937,g,24.000192
60033.23993291,0.774366,0.095154,i,24.000192
60033.24000304,0.689287,0.037041,g,24.000192
60033.24000304,0.632654,0.100089,i,24.000192
60033.2400381,0.632575,0.080155,u,24.000192
60033.24007317,0.716665,0.035578,g,24.000192
60033.24007317,0.766461,0.096497,i,24.000192
60033.24014329,0.58807,0.036862,g,24.000192
60033.24014329,0.676393,0.098905,i,24.000192
60033.24017836,0.469422,0.085651,u,24.000192
60033.24021342,0.613063,0.03783,g,24.000192
60033.24021342,0.898003,0.103045,i,24.000192
60033.24028355,0.638397,0.035636,g,24.000192
60033.24028355,0.721314,0.085139,i,24.000192
60033.24031861,0.493261,0.076492,u,24.000192
60033.24035367,0.681273,0.040267,g,24.000192
60033.24035367,0.57915,0.106126,i,24.000192
60033.2404238,0.738548,0.038197,g,24.000192
60033.2404238,0.66081,0.103901,i,24.000192
60033.24045886,0.725183,0.078526,u,24.000192
60033.24049393,0.746837,0.036216,g,24.000192
60033.24049393,0.981614,0.095227,i,24.000192
60034.24820264,1.088459,0.0506,g,24.000192
60034.24820264,0.920474,0.082647,r,24.000192
60034.24823771,0.933878,0.160645,u,24.000192
60034.24827277,1.064985,0.046512,g,24.000192
60034.24827277,0.932635,0.075733,r,24.000192
60034.2483429,1.111547,0.044352,g,24.000192
60034.2483429,1.043877,0.07704,r,24.000192
60034.24837796,1.34561,0.258324,u,24.000192
60034.24841302,1.048553,0.045149,g,24.000192
60034.24841302,1.085924,0.076566,r,24.000192
60034.24848315,1.103531,0.047048,g,24.000192
60034.24848315,1.059647,0.078705,r,24.000192
60034.24851821,0.958718,0.124687,u,24.000192
60034.24855328,1.121208,0.044933,g,24.000192
60034.24855328,1.220188,0.073282,r,24.000192
60034.2486234,1.053674,0.050648,g,24.000192
60034.2486234,1.110804,0.080503,r,24.000192
60034.24865847,0.844374,0.132409,u,24.000192
60034.24869353,1.045044,0.045372,g,24.000192
60034.24869353,1.09642,0.073113,r,24.000192
60034.24876366,1.175915,0.048578,g,24.000192
60034.24876366,1.188023,0.081122,r,24.000192
60034.24879872,1.10922,0.179671,u,24.000192
60034.24883378,1.168842,0.052622,g,24.000192
60034.24883378,0.9259,0.087895,r,24.000192
60034.24890391,1.129204,0.047886,g,24.000192
60034.24890391,1.211298,0.08104,r,24.000192
60034.24893897,1.203123,0.198247,u,24.000192
60034.24897404,1.006397,0.042282,g,24.000192
60034.24897404,0.988066,0.071186,r,24.000192
60034.24904416,1.011135,0.042689,g,24.000192
60034.24904416,1.064712,0.07083,r,24.000192
60034.24907923,0.921953,0.162832,u,24.000192
60034.24911429,1.139217,0.046828,g,24.000192
60034.24911429,1.127308,0.076198,r,24.000192
60034.24918442,0.968136,0.040568,g,24.000192
60034.24918442,1.045345,0.071571,r,24.000192
60034.24921948,1.728721,0.327163,u,24.000192
60034.24925454,1.061952,0.046879,g,24.000192
60034.24925454,1.087341,0.082381,r,24.000192
60034.24932467,0.983362,0.055301,g,24.000192
60034.24932467,0.861106,0.09034,r,24.000192
60034.24935973,0.681122,0.168492,u,24.000192
60034.2493948,0.956447,0.054521,g,24.000192
60034.2493948,0.958917,0.09602,r,24.000192
60034.24946492,1.028533,0.047792,g,24.000192
60034.24946492,1.129961,0.080155,r,24.000192
60034.24949999,0.827737,0.187449,u,24.000192
60034.24953505,0.976973,0.049859,g,24.000192
60034.24953505,1.043399,0.081477,r,24.000192
60034.24960518,0.988971,0.043016,g,24.000192
60034.24960518,0.964263,0.074731,r,24.000192
60034.24964024,0.840749,0.131017,u,24.000192
60034.2496753,0.935221,0.044794,g,24.000192
60034.2496753,1.001043,0.079416,r,24.000192
60034.24974543,0.999968,0.042986,g,24.000192
60034.24974543,0.93799,0.071092,r,24.000192
60034.24978049,1.109663,0.177753,u,24.000192
60034.24981556,0.903911,0.044098,g,24.000192
60034.24981556,0.938685,0.072331,r,24.000192
60034.24988568,0.934704,0.043974,g,24.000192
60034.24988568,0.956002,0.072968,r,24.000192
60034.24992075,1.056539,0.168031,u,24.000192
60034.24995581,1.018684,0.040617,g,24.000192
60034.24995581,0.946357,0.067979,r,24.000192
60034.25002594,0.901666,0.043729,g,24.000192
60034.25002594,0.8646,0.076242,r,24.000192
60034.250061,0.933397,0.163293,u,24.000192
60034.25009606,0.858654,0.041715,g,24.000192
60034.25009606,0.827955,0.074809,r,24.000192
60034.25016619,0.852481,0.042085,g,24.000192
60034.25016619,0.766342,0.070274,r,24.000192
60034.25020125,0.768334,0.151017,u,24.000192
60034.25023631,0.795197,0.039226,g,24.000192
60034.25023631,0.840089,0.070793,r,24.000192
60034.25030644,0.736552,0.039724,g,24.000192
60034.25030644,0.816126,0.069973,r,24.000192
60034.2503415,0.758204,0.148687,u,24.000192
60034.25037657,0.743259,0.046023,g,24.000192
60034.25037657,0.756148,0.083447,r,24.000192
60034.25044669,0.60079,0.039918,g,24.000192
60034.25044669,0.593019,0.074819,r,24.000192
60034.25048176,0.700578,0.16694,u,24.000192
60034.25051682,0.630196,0.037343,g,24.000192
60034.25051682,0.633325,0.068236,r,24.000192
60034.25058695,0.671643,0.039259,g,24.000192
60034.25058695,0.458017,0.069071,r,24.000192
60034.25062201,0.491833,0.106432,u,24.000192
60034.25065707,0.639941,0.043464,g,24.000192
60034.25065707,0.670983,0.077166,r,24.000192
60034.2507272,0.66301,0.044604,g,24.000192
60034.2507272,0.53506,0.077249,r,24.000192
60034.25076226,0.465556,0.105358,u,24.000192
60034.25079733,0.537174,0.044056,g,24.000192
60034.25079733,0.569776,0.076902,r,24.000192
60034.25086745,0.646984,0.047573,g,24.000192
60034.25086745,0.719249,0.083978,r,24.000192
60034.25090252,0.470443,0.139999,u,24.000192
60034.25093758,0.538947,0.046007,g,24.000192
60034.25093758,0.660317,0.081999,r,24.000192
60034.25100771,0.679741,0.045405,g,24.000192
60034.25100771,0.666227,0.078572,r,24.000192
60034.25104277,0.685448,0.127731,u,24.000192
60034.25107783,0.610869,0.04158,g,24.000192
60034.25107783,0.609276,0.071733,r,24.000192
60034.25114796,0.823675,0.041607,g,24.000192
60034.25114796,0.925256,0.073175,r,24.000192
60034.25118302,0.763044,0.138822,u,24.000192
60034.25121809,0.863149,0.042953,g,24.000192
60034.25121809,0.899379,0.073176,r,24.000192
60034.25128821,0.931386,0.049003,g,24.000192
60034.25128821,0.985535,0.085519,r,24.000192
60034.25132328,1.071462,0.205063,u,24.000192
60034.25135834,0.884214,0.05164,g,24.000192
60034.25135834,1.000092,0.087686,r,24.000192
60034.25142847,0.92505,0.045364,g,24.000192
60034.25142847,1.010462,0.075516,r,24.000192
60034.25146353,1.080432,0.196855,u,24.000192
60034.25149859,1.008566,0.046312,g,24.000192
60034.25149859,0.976882,0.080669,r,24.000192
60034.25156872,1.026932,0.051266,g,24.000192
60034.25156872,0.890929,0.084304,r,24.000192
60034.25160378,1.123101,0.20672,u,24.000192
60034.25163885,1.015724,0.04912,g,24.000192
60034.25163885,1.01282,0.077822,r,24.000192
60034.25170897,0.964131,0.047382,g,24.000192
60034.25170897,0.974456,0.082725,r,24.000192
60034.25174404,0.910365,0.171586,u,24.000192
60034.2517791,1.044193,0.047435,g,24.000192
60034.2517791,0.970171,0.07837,r,24.000192
60034.25184923,0.969409,0.043326,g,24.000192
60034.25184923,1.10126,0.072252,r,24.000192
60034.25188429,1.039452,0.173765,u,24.000192
60034.25191935,1.027974,0.043938,g,24.000192
60034.25191935,1.020262,0.070195,r,24.000192
60034.25198948,0.952562,0.046051,g,24.000192
60034.25198948,0.979662,0.075094,r,24.000192
60034.25202454,0.958227,0.163491,u,24.000192
60034.25205961,1.064841,0.04658,g,24.000192
60034.25205961,1.171373,0.079966,r,24.000192
60034.25212973,0.984049,0.050737,g,24.000192
60034.25212973,0.979085,0.088096,r,24.000192
60034.2521648,0.779751,0.129081,u,24.000192
60034.25219986,1.031081,0.045776,g,24.000192
60034.25219986,1.246289,0.079466,r,24.000192
60034.25226999,1.014232,0.043809,g,24.000192
60034.25226999,0.991583,0.070906,r,24.000192
60034.25230505,0.984716,0.137873,u,24.000192
60034.25234011,1.020477,0.0431,g,24.000192
60034.25234011,1.028006,0.069027,r,24.000192
60034.25241024,1.035469,0.044138,g,24.000192
60034.25241024,0.986625,0.077093,r,24.000192
60034.2524453,0.97057,0.153097,u,24.000192
60034.25248037,1.026703,0.045921,g,24.000192
60034.25248037,1.128211,0.077084,r,24.000192
60034.25255049,1.064988,0.047439,g,24.000192
60034.25255049,1.022978,0.077131,r,24.000192
60034.25258556,1.159977,0.213668,u,24.000192
60034.25262062,1.121785,0.047644,g,24.000192
60034.25262062,1.173743,0.079263,r,24.000192
60034.25269074,1.048272,0.042884,g,24.000192
60034.25269074,1.107857,0.070747,r,24.000192
60034.25272581,1.048703,0.163375,u,24.000192
60034.25276087,1.016191,0.046448,g,24.000192
60034.25276087,1.082953,0.078421,r,24.000192
60034.252831,1.059532,0.046467,g,24.000192
60034.252831,1.027629,0.078489,r,24.000192
60034.25286606,1.061836,0.171801,u,24.000192
60034.25290112,1.084712,0.045668,g,24.000192
60034.25290112,0.883246,0.07492,r,24.000192
60034.25297125,1.003627,0.042065,g,24.000192
60034.25297125,1.026658,0.073666,r,24.000192
60034.25300631,1.199511,0.204493,u,24.000192
60034.25304138,0.983122,0.043532,g,24.000192
60034.25304138,0.834617,0.074518,r,24.000192
60034.2531115,1.057125,0.046396,g,24.000192
60034.2531115,0.965855,0.081048,r,24.000192
60034.25314657,1.232342,0.224531,u,24.000192
60034.25318163,1.056373,0.0479,g,24.000192
60034.25318163,0.86716,0.077683,r,24.000192
60034.25325176,0.936858,0.045285,g,24.000192
60034.25325176,0.867862,0.074637,r,24.000192
60034.25328682,0.938353,0.188998,u,24.000192
60034.25332188,0.891822,0.046108,g,24.000192
60034.25332188,0.803208,0.076183,r,24.000192
60034.25339201,0.952978,0.043915,g,24.000192
60034.25339201,1.02031,0.074641,r,24.000192
60034.25342707,1.159627,0.196011,u,24.000192
60034.25346214,1.003545,0.04578,g,24.000192
