bjd_tdb,flux_rel,flux_rel_err,filter,exptime_s
60727.29076104,1.0237,0.060919,g,24.000192
60727.29076104,0.897345,0.08412,r,24.000192
60727.29076104,1.05005,0.107961,u,24.000192
60727.2908277,1.031053,0.06138,g,24.000192
60727.2908277,0.985391,0.083217,r,24.000192
60727.29089435,1.09016,0.05695,g,24.000192
60727.29089435,1.040963,0.078533,r,24.000192
60727.29096101,0.945549,0.057618,g,24.000192
60727.29096101,1.299329,0.08304,r,24.000192
60727.29096101,0.890104,0.109626,u,24.000192
60727.29102767,1.040946,0.059038,g,24.000192
60727.29102767,1.078841,0.07791,r,24.000192
60727.29109432,1.109674,0.05995,g,24.000192
60727.29109432,0.947777,0.085708,r,24.000192
60727.29116098,1.060131,0.059587,g,24.000192
60727.29116098,1.050607,0.080462,r,24.000192
60727.29116098,0.843716,0.108828,u,24.000192
60727.29122764,0.979465,0.05875,g,24.000192
60727.29122764,1.031408,0.08287,r,24.000192
60727.2912943,1.001915,0.061282,g,24.000192
60727.2912943,0.991332,0.081605,r,24.000192
60727.29136095,0.967757,0.056001,g,24.000192
60727.29136095,1.000553,0.079895,r,24.000192
60727.29136095,0.924753,0.104246,u,24.000192
60727.29142761,1.007367,0.05835,g,24.000192
60727.29142761,0.824879,0.079774,r,24.000192
60727.29149427,0.939273,0.061501,g,24.000192
60727.29149427,0.986167,0.084637,r,24.000192
60727.29156092,0.958822,0.061034,g,24.000192
60727.29156092,0.990819,0.079165,r,24.000192
60727.29156092,1.009709,0.111112,u,24.000192
60727.29162758,0.908612,0.059224,g,24.000192
60727.29162758,0.862251,0.075358,r,24.000192
60727.29169424,0.999102,0.058857,g,24.000192
60727.29169424,1.01594,0.079522,r,24.000192
60727.29176089,0.873231,0.062057,g,24.000192
60727.29176089,1.078617,0.090733,r,24.000192
60727.29176089,0.794091,0.101798,u,24.000192
60727.29182755,0.889491,0.062271,g,24.000192
60727.29182755,0.808428,0.088429,r,24.000192
60727.29189421,0.916484,0.063968,g,24.000192
60727.29189421,0.893223,0.08073,r,24.000192
60727.29196087,0.90581,0.057898,g,24.000192
60727.29196087,0.830698,0.073507,r,24.000192
60727.29196087,0.790055,0.107422,u,24.000192
60727.29202752,0.822134,0.056655,g,24.000192
60727.29202752,0.702564,0.077562,r,24.000192
60727.29209418,0.78439,0.056268,g,24.000192
60727.29209418,0.883807,0.078966,r,24.000192
60727.29216084,0.799635,0.058727,g,24.000192
60727.29216084,0.705619,0.082407,r,24.000192
60727.29216084,0.520674,0.112435,u,24.000192
60727.29222749,0.702452,0.058358,g,24.000192
60727.29222749,0.707812,0.075195,r,24.000192
60727.29229415,0.66239,0.059757,g,24.000192
60727.29229415,0.496178,0.075013,r,24.000192
60727.29236081,0.625931,0.059414,g,24.000192
60727.29236081,0.793105,0.07921,r,24.000192
60727.29236081,0.499355,0.104345,u,24.000192
60727.29242746,0.643618,0.058145,g,24.000192
60727.29242746,0.542584,0.074515,r,24.000192
60727.29249412,0.63834,0.058911,g,24.000192
60727.29249412,0.744538,0.073878,r,24.000192
60727.29256078,0.554447,0.055621,g,24.000192
60727.29256078,0.761297,0.078498,r,24.000192
60727.29256078,0.551248,0.105906,u,24.000192
60727.29262744,0.583452,0.057042,g,24.000192
60727.29262744,0.609958,0.077785,r,24.000192
60727.29269409,0.584557,0.05349,g,24.000192
60727.29269409,0.736495,0.078249,r,24.000192
60727.29276075,0.62721,0.059361,g,24.000192
60727.29276075,0.661753,0.077698,r,24.000192
60727.29276075,0.660057,0.104432,u,24.000192
60727.29282741,0.768034,0.061279,g,24.000192
60727.29282741,0.56797,0.082514,r,24.000192
60727.29289406,0.662621,0.060265,g,24.000192
60727.29289406,0.699508,0.082308,r,24.000192
60727.29296072,0.818457,0.053341,g,24.000192
60727.29296072,0.777892,0.0784,r,24.000192
60727.29296072,0.898226,0.106902,u,24.000192
60727.29302738,0.844147,0.05895,g,24.000192
60727.29302738,0.87944,0.079659,r,24.000192
60727.29309404,0.810763,0.057021,g,24.000192
60727.29309404,0.901315,0.081308,r,24.000192
60727.29316069,0.908892,0.056284,g,24.000192
60727.29316069,0.893651,0.084219,r,24.000192
60727.29316069,0.858842,0.099028,u,24.000192
60727.29322735,1.047009,0.061748,g,24.000192
60727.29322735,1.032297,0.08118,r,24.000192
60727.29329401,0.987587,0.058321,g,24.000192
60727.29329401,0.96632,0.080249,r,24.000192
60727.29336066,1.051898,0.057397,g,24.000192
60727.29336066,0.930767,0.078661,r,24.000192
60727.29336066,1.0218,0.105498,u,24.000192
60727.29342732,1.049905,0.057523,g,24.000192
60727.29342732,0.885505,0.075491,r,24.000192
60727.29349398,0.869419,0.055364,g,24.000192
60727.29349398,1.073887,0.073459,r,24.000192
60727.29356063,0.943616,0.054244,g,24.000192
60727.29356063,1.050014,0.078536,r,24.000192
60727.29356063,0.966141,0.105893,u,24.000192
60727.29362729,0.990775,0.056201,g,24.000192
60727.29362729,0.980871,0.080267,r,24.000192
60727.29369395,0.983589,0.057437,g,24.000192
60727.29369395,1.088971,0.081105,r,24.000192
60727.29376061,0.969102,0.056179,g,24.000192
60727.29376061,1.060097,0.08292,r,24.000192
60727.29376061,0.976154,0.109853,u,24.000192
60727.29382726,1.087692,0.059722,g,24.000192
60727.29382726,1.142141,0.081181,r,24.000192
60727.29389392,1.002858,0.058842,g,24.000192
60727.29389392,0.994572,0.082811,r,24.000192
60727.29396058,1.023404,0.059749,g,24.000192
60727.29396058,1.080423,0.08485,r,24.000192
60727.29396058,1.040562,0.111596,u,24.000192
60727.29402723,0.966235,0.061912,g,24.000192
60727.29402723,1.016186,0.08138,r,24.000192
60727.29409389,1.137303,0.062776,g,24.000192
60727.29409389,1.018196,0.087331,r,24.000192
60727.29416055,1.078223,0.057733,g,24.000192
60727.29416055,1.255563,0.078512,r,24.000192
60727.29416055,1.003356,0.106604,u,24.000192
60727.2942272,1.073502,0.058445,g,24.000192
60727.2942272,1.025833,0.078875,r,24.000192
60727.29429386,1.071553,0.058471,g,24.000192
60727.29429386,1.037513,0.078474,r,24.000192
60727.29436052,1.090825,0.056338,g,24.000192
60727.29436052,0.9845,0.076299,r,24.000192
60727.29436052,1.169438,0.099379,u,24.000192
60727.29442718,1.043027,0.055452,g,24.000192
60727.29442718,1.1514,0.07587,r,24.000192
60727.29449383,1.022905,0.053893,g,24.000192
60727.29449383,1.035603,0.077354,r,24.000192
60727.29456049,0.943826,0.050166,g,24.000192
60727.29456049,1.042278,0.072584,r,24.000192
60763.21898372,1.035484,0.0583,g,24.000192
60763.21898372,1.118545,0.096403,r,24.000192
60763.21901296,0.986722,0.157413,u,24.000192
60763.2190422,1.057518,0.053813,g,24.000192
60763.2190422,1.286905,0.094512,r,24.000192
60763.21910068,1.124009,0.057386,g,24.000192
60763.21910068,1.149513,0.097385,r,24.000192
60763.21912992,0.972275,0.146114,u,24.000192
60763.21915916,1.02553,0.060593,g,24.000192
60763.21915916,0.850261,0.097313,r,24.000192
60763.21921765,0.968199,0.060382,g,24.000192
60763.21921765,1.261642,0.101582,r,24.000192
60763.21924689,1.135377,0.168717,u,24.000192
60763.21927613,1.010147,0.060618,g,24.000192
60763.21927613,1.123833,0.095299,r,24.000192
60763.21933461,0.960068,0.062487,g,24.000192
60763.21933461,1.031628,0.098423,r,24.000192
60763.21936385,0.710698,0.14328,u,24.000192
60763.21939309,0.988625,0.058507,g,24.000192
60763.21939309,0.887974,0.093337,r,24.000192
60763.21945158,0.940385,0.063079,g,24.000192
60763.21945158,1.169524,0.095376,r,24.000192
60763.21948082,1.110982,0.152834,u,24.000192
60763.21951006,0.906882,0.055586,g,24.000192
60763.21951006,0.957587,0.098224,r,24.000192
60763.21956854,0.954957,0.053996,g,24.000192
60763.21956854,1.002098,0.100312,r,24.000192
60763.21959778,1.025838,0.158537,u,24.000192
60763.21962702,0.929384,0.05329,g,24.000192
60763.21962702,1.032736,0.094249,r,24.000192
60763.2196855,0.837231,0.058307,g,24.000192
60763.2196855,0.810038,0.10293,r,24.000192
60763.21971475,0.880585,0.149195,u,24.000192
60763.21974399,0.803185,0.059058,g,24.000192
60763.21974399,0.828507,0.088978,r,24.000192
60763.21980247,0.816684,0.055697,g,24.000192
60763.21980247,0.730998,0.091374,r,24.000192
60763.21983171,0.781821,0.158602,u,24.000192
60763.21986095,0.687954,0.058351,g,24.000192
60763.21986095,0.753948,0.098041,r,24.000192
60763.21991943,0.608551,0.05984,g,24.000192
60763.21991943,0.649455,0.097955,r,24.000192
60763.21994867,0.576014,0.158327,u,24.000192
60763.21997792,0.637499,0.062221,g,24.000192
60763.21997792,0.581709,0.100808,r,24.000192
60763.2200364,0.644625,0.054575,g,24.000192
60763.2200364,0.742991,0.106218,r,24.000192
60763.22006564,0.674256,0.150558,u,24.000192
60763.22009488,0.772434,0.058024,g,24.000192
60763.22009488,0.652707,0.098341,r,24.000192
60763.22015336,0.644992,0.057734,g,24.000192
60763.22015336,0.707057,0.086264,r,24.000192
60763.2201826,0.545319,0.141286,u,24.000192
60763.22021185,0.618242,0.048415,g,24.000192
60763.22021185,0.800227,0.106738,r,24.000192
60763.22027033,0.679564,0.053989,g,24.000192
60763.22027033,0.583307,0.092348,r,24.000192
60763.22029957,0.576986,0.152919,u,24.000192
60763.22032881,0.635959,0.059862,g,24.000192
60763.22032881,0.641898,0.102991,r,24.000192
60763.22038729,0.684992,0.055347,g,24.000192
60763.22038729,0.695695,0.093466,r,24.000192
60763.22041653,0.804822,0.144599,u,24.000192
60763.22044577,0.641395,0.05614,g,24.000192
60763.22044577,0.759138,0.105493,r,24.000192
60763.22050426,0.795156,0.054011,g,24.000192
60763.22050426,0.735676,0.092773,r,24.000192
60763.2205335,0.844627,0.143329,u,24.000192
60763.22056274,0.746267,0.053391,g,24.000192
60763.22056274,0.602767,0.086406,r,24.000192
60763.22062122,0.858165,0.054254,g,24.000192
60763.22062122,0.819681,0.093198,r,24.000192
60763.22065046,0.885577,0.163657,u,24.000192
60763.2206797,0.837283,0.054795,g,24.000192
60763.2206797,0.836872,0.100949,r,24.000192
60763.22073819,0.873183,0.059284,g,24.000192
60763.22073819,0.818595,0.093555,r,24.000192
60763.22076743,0.768951,0.142179,u,24.000192
60763.22079667,0.916121,0.056823,g,24.000192
60763.22079667,0.99868,0.095641,r,24.000192
60763.22085515,0.851418,0.050404,g,24.000192
60763.22085515,0.792277,0.104393,r,24.000192
60763.22088439,0.903667,0.151408,u,24.000192
60763.22091363,0.935082,0.062326,g,24.000192
60763.22091363,1.084793,0.108119,r,24.000192
60763.22097211,1.036409,0.053624,g,24.000192
60763.22097211,1.099279,0.094812,r,24.000192
60763.22100136,0.922707,0.148195,u,24.000192
60763.2210306,1.063059,0.055126,g,24.000192
60763.2210306,1.151269,0.086383,r,24.000192
60763.22108908,1.117173,0.056778,g,24.000192
60763.22108908,0.974113,0.097813,r,24.000192
60763.22111832,1.10648,0.143786,u,24.000192
60763.22114756,1.16062,0.054669,g,24.000192
60763.22114756,0.922508,0.092882,r,24.000192
60763.22120604,1.079506,0.063015,g,24.000192
60763.22120604,1.201963,0.098118,r,24.000192
60763.22123528,0.908492,0.138145,u,24.000192
60763.22126453,0.95306,0.060184,g,24.000192
60763.22126453,0.985116,0.099233,r,24.000192
60763.22132301,1.06943,0.057527,g,24.000192
60763.22132301,0.97234,0.104873,r,24.000192
60763.22135225,1.0855,0.154147,u,24.000192
60763.22138149,1.130404,0.057748,g,24.000192
60763.22138149,1.097816,0.099057,r,24.000192
60763.22143997,1.004103,0.05778,g,24.000192
60763.22143997,0.96362,0.095167,r,24.000192
60763.22146921,1.207833,0.159034,u,24.000192
60763.22149846,1.055376,0.054421,g,24.000192
60763.22149846,1.288767,0.096124,r,24.000192
60763.22155694,1.076148,0.05923,g,24.000192
60763.22155694,1.221114,0.098016,r,24.000192
60763.22158618,0.923219,0.134519,u,24.000192
60763.22161542,1.037806,0.05581,g,24.000192
60763.22161542,1.168657,0.101483,r,24.000192
60763.2216739,1.106153,0.059173,g,24.000192
60763.2216739,1.133012,0.103678,r,24.000192
60763.22170314,1.316768,0.145378,u,24.000192
60763.22173238,1.040142,0.056312,g,24.000192
60763.22173238,0.894462,0.10545,r,24.000192
60763.22179087,1.107329,0.054784,g,24.000192
60763.22179087,1.125282,0.094647,r,24.000192
60763.22182011,1.17355,0.150916,u,24.000192
60763.22184935,1.226719,0.055125,g,24.000192
60763.22184935,1.042348,0.105632,r,24.000192
60763.22190783,1.105018,0.05892,g,24.000192
60763.22190783,1.011523,0.109704,r,24.000192
60763.22193707,1.287198,0.178364,u,24.000192
60763.22196631,1.130846,0.059949,g,24.000192
60763.22196631,0.912468,0.09833,r,24.000192
60763.2220248,1.116226,0.060601,g,24.000192
60763.2220248,0.961161,0.10567,r,24.000192
60763.22205404,1.124055,0.158169,u,24.000192
60763.22208328,0.964348,0.052231,g,24.000192
60763.22208328,1.012218,0.100274,r,24.000192
60763.22214176,1.121423,0.058667,g,24.000192
60763.22214176,1.154265,0.099727,r,24.000192
60763.222171,1.132863,0.15449,u,24.000192
60763.22220024,1.005214,0.05305,g,24.000192
60763.22220024,1.14013,0.090678,r,24.000192
60763.22225872,1.156646,0.055382,g,24.000192
60763.22225872,1.036445,0.100241,r,24.000192
60763.22228797,1.009006,0.142907,u,24.000192
60763.22231721,1.067869,0.052339,g,24.000192
60763.22231721,1.171348,0.097251,r,24.000192
60763.22237569,1.173655,0.055945,g,24.000192
60763.22237569,1.176528,0.10124,r,24.000192
60763.22240493,1.487484,0.138296,u,24.000192
60763.22243417,1.102608,0.05892,g,24.000192
60763.22243417,0.899011,0.097446,r,24.000192
60763.22249265,1.017747,0.054611,g,24.000192
60763.22249265,1.052032,0.093941,r,24.000192
60763.22252189,1.218642,0.146611,u,24.000192
60763.22255114,0.975541,0.054354,g,24.000192
60763.22255114,1.094301,0.099232,r,24.000192
60763.22260962,1.088592,0.058476,g,24.000192
60763.22260962,1.007677,0.103155,r,24.000192
60763.22263886,1.16636,0.155503,u,24.000192
60763.2226681,1.088678,0.054903,g,24.000192
60763.2226681,1.113597,0.092473,r,24.000192
60763.22272658,1.099924,0.056049,g,24.000192
60763.22272658,0.998999,0.092008,r,24.000192
60763.22275582,1.095633,0.138512,u,24.000192
60763.22278507,1.01496,0.059282,g,24.000192
60763.22278507,1.020298,0.091503,r,24.000192
60763.22284355,1.032196,0.058636,g,24.000192
60763.22284355,1.066804,0.088633,r,24.000192
60763.22287279,1.235734,0.155767,u,24.000192
60763.22290203,0.976163,0.05829,g,24.000192
60763.22290203,0.954422,0.102012,r,24.000192
60763.22296051,1.045334,0.060273,g,24.000192
60763.22296051,0.841516,0.098832,r,24.000192
60763.22298975,0.810072,0.145877,u,24.000192
60763.22301899,1.00727,0.056074,g,24.000192
60763.22301899,0.993416,0.097148,r,24.000192
60763.22307748,1.02697,0.064691,g,24.000192
60763.22307748,0.877432,0.100095,r,24.000192
60763.22310672,1.067744,0.174415,u,24.000192
60763.22313596,0.991995,0.059118,g,24.000192
60763.22313596,0.904299,0.091857,r,24.000192
60763.22319444,0.916013,0.058218,g,24.000192
60763.22319444,0.859704,0.102856,r,24.000192
60763.22322368,1.202866,0.176137,u,24.000192
60763.22325292,0.960929,0.06312,g,24.000192
60763.22325292,1.210672,0.114079,r,24.000192
60763.22331141,1.002991,0.06503,g,24.000192
60763.22331141,1.029051,0.119347,r,24.000192
60763.22334065,1.341784,0.174404,u,24.000192
60763.22336989,1.010304,0.068408,g,24.000192
60763.22336989,0.920789,0.105977,r,24.000192
60763.22342837,1.01327,0.065277,g,24.000192
60763.22342837,0.901997,0.111572,r,24.000192
60763.22345761,1.01786,0.151127,u,24.000192
60763.22348685,1.06519,0.065063,g,24.000192
60763.22348685,1.054468,0.104377,r,24.000192
60763.22354533,1.028279,0.057923,g,24.000192
60763.22354533,1.043107,0.101811,r,24.000192
60763.22357458,1.093634,0.160978,u,24.000192
60763.22360382,1.164456,0.061625,g,24.000192
60763.22360382,0.832111,0.096841,r,24.000192
60763.2236623,1.077378,0.053596,g,24.000192
60763.2236623,1.031469,0.09276,r,24.000192
60763.22369154,1.125765,0.143627,u,24.000192
60763.22372078,1.118149,0.058343,g,24.000192
60763.22372078,0.961282,0.095041,r,24.000192
60763.22377926,1.132136,0.060279,g,24.000192
60763.22377926,1.111949,0.09858,r,24.000192
60763.22380851,1.326951,0.148496,u,24.000192
60763.22383775,1.140531,0.06001,g,24.000192
60763.22383775,0.957126,0.101659,r,24.000192
60763.22389623,1.018285,0.056141,g,24.000192
60763.22389623,1.141157,0.100868,r,24.000192
60763.22392547,1.178384,0.154184,u,24.000192
60763.22395471,1.115665,0.059937,g,24.000192
60763.22395471,1.135554,0.111904,r,24.000192
60763.22401319,1.225408,0.06328,g,24.000192
60763.22401319,1.273487,0.102061,r,24.000192
60763.22404243,1.354303,0.157133,u,24.000192
60763.22407168,1.171579,0.061007,g,24.000192
60763.22407168,1.045344,0.104165,r,24.000192
60763.22413016,1.176164,0.055016,g,24.000192
60763.22413016,1.048361,0.094753,r,24.000192
60763.2241594,0.940303,0.143762,u,24.000192
60763.22418864,1.069019,0.058644,g,24.000192
60763.22418864,1.127118,0.094464,r,24.000192
60763.22424712,1.138814,0.061047,g,24.000192
60763.22424712,1.185362,0.102021,r,24.000192
60763.22427636,1.186836,0.148382,u,24.000192
60763.2243056,1.124921,0.057897,g,24.000192
60763.2243056,0.981768,0.09353,r,24.000192
60763.22436409,1.054139,0.052698,g,24.000192
60763.22436409,1.035466,0.094639,r,24.000192
60763.22439333,1.15814,0.155084,u,24.000192
60763.22442257,1.034134,0.056073,g,24.000192
60763.22442257,1.127347,0.098914,r,24.000192
60763.22448105,1.102819,0.054213,g,24.000192
60763.22448105,1.268268,0.096516,r,24.000192
60763.22451029,1.3041,0.156897,u,24.000192
60763.22453953,1.156802,0.05555,g,24.000192
60763.22453953,1.141052,0.085743,r,24.000192
60763.22459802,0.990187,0.060391,g,24.000192
60763.22459802,1.11108,0.097823,r,24.000192
60763.22462726,1.143717,0.148184,u,24.000192
60763.2246565,1.016509,0.059923,g,24.000192
60763.2246565,1.131781,0.108279,r,24.000192
60763.22471498,1.094703,0.055233,g,24.000192
60763.22471498,1.046515,0.105568,r,24.000192
60763.22474422,1.019336,0.190325,u,24.000192
60763.22477346,0.976388,0.063233,g,24.000192
60763.22477346,1.195619,0.106134,r,24.000192
60763.22483194,1.141238,0.063822,g,24.000192
60763.22483194,0.999247,0.111372,r,24.000192
60763.22486119,0.755069,0.169367,u,24.000192
60763.22489043,0.96784,0.054932,g,24.000192
60763.22489043,1.101651,0.108339,r,24.000192
60763.22494891,1.09408,0.058295,g,24.000192
60763.22494891,1.181999,0.098685,r,24.000192
60763.22497815,1.245327,0.157959,u,24.000192
60763.22500739,1.010325,0.057199,g,24.000192
60763.22500739,1.058219,0.103302,r,24.000192
60763.22506587,1.034062,0.061113,g,24.000192
60763.22506587,0.944279,0.097646,r,24.000192
60763.22509512,0.941626,0.160973,u,24.000192
60763.22512436,1.103347,0.057593,g,24.000192
60763.22512436,0.829132,0.095683,r,24.000192
60763.22518284,1.009583,0.059024,g,24.000192
60763.22518284,1.05258,0.096657,r,24.000192
60763.22521208,0.827799,0.163613,u,24.000192
60763.22524132,0.993353,0.060085,g,24.000192
60763.22524132,1.087304,0.09391,r,24.000192
60763.2252998,1.05791,0.0569,g,24.000192
60763.2252998,1.077726,0.096787,r,24.000192
60763.22532904,0.92075,0.156011,u,24.000192
60763.22535829,1.004574,0.065697,g,24.000192
60763.22535829,0.853497,0.092622,r,24.000192
60763.22541677,0.954521,0.057106,g,24.000192
60763.22541677,0.865926,0.103652,r,24.000192
60763.22544601,1.127334,0.171731,u,24.000192
60763.22547525,1.067383,0.064057,g,24.000192
60763.22547525,0.991083,0.12073,r,24.000192
60763.22553373,0.85008,0.058589,g,24.000192
60763.22553373,0.796128,0.110544,r,24.000192
60763.22556297,0.837684,0.162816,u,24.000192
60763.22559221,0.780571,0.064382,g,24.000192
60763.22559221,0.833399,0.100772,r,24.000192
60763.2256507,0.743145,0.059068,g,24.000192
60763.2256507,1.015775,0.110413,r,24.000192
60763.22567994,0.912278,0.169141,u,24.000192
60763.22570918,0.863364,0.065117,g,24.000192
60763.22570918,1.170774,0.111783,r,24.000192
60763.22576766,0.755546,0.062739,g,24.000192
60763.22576766,0.724385,0.111234,r,24.000192
60763.2257969,0.63784,0.155412,u,24.000192
60763.22582614,0.776349,0.060952,g,24.000192
60763.22582614,0.650792,0.10666,r,24.000192
60763.22588463,0.622418,0.070391,g,24.000192
60763.22588463,0.738951,0.11879,r,24.000192
60763.22591387,0.865648,0.186052,u,24.000192
60763.22594311,0.685324,0.071854,g,24.000192
60763.22594311,0.651767,0.114303,r,24.000192
60763.22600159,0.540488,0.061028,g,24.000192
60763.22600159,0.674341,0.109806,r,24.000192
60763.22603083,0.425875,0.164739,u,24.000192
60763.22606007,0.623414,0.067159,g,24.000192
60763.22606007,0.555834,0.113972,r,24.000192
60763.22611855,0.72691,0.070333,g,24.000192
60763.22611855,0.52054,0.112415,r,24.000192
60763.2261478,0.266657,0.170151,u,24.000192
60763.22617704,0.593857,0.062458,g,24.000192
60763.22617704,0.514663,0.103444,r,24.000192
60763.22623552,0.661501,0.064396,g,24.000192
60763.22623552,0.695461,0.109695,r,24.000192
60763.22626476,0.236295,0.172827,u,24.000192
60763.226294,0.594938,0.064085,g,24.000192
60763.226294,0.483383,0.101369,r,24.000192
60763.22635248,0.615884,0.062442,g,24.000192
60763.22635248,0.706913,0.111786,r,24.000192
60763.22638173,0.730404,0.168407,u,24.000192
60763.22641097,0.594005,0.062609,g,24.000192
60763.22641097,0.772563,0.107863,r,24.000192
60763.22646945,0.763849,0.055059,g,24.000192
60763.22646945,0.788998,0.102573,r,24.000192
60763.22649869,0.98174,0.160095,u,24.000192
60763.22652793,0.740219,0.0632,g,24.000192
60763.22652793,0.879536,0.114136,r,24.000192
60763.22658641,0.771596,0.059347,g,24.000192
60763.22658641,0.647243,0.107675,r,24.000192
60763.22661565,0.772571,0.15528,u,24.000192
60763.2266449,0.706738,0.055827,g,24.000192
60763.2266449,0.911726,0.111946,r,24.000192
60763.22670338,0.818899,0.067987,g,24.000192
60763.22670338,0.733764,0.112061,r,24.000192
60763.22673262,0.947645,0.187794,u,24.000192
60763.22676186,0.929648,0.06637,g,24.000192
60763.22676186,1.041766,0.105772,r,24.000192
60763.22682034,1.018632,0.060679,g,24.000192
60763.22682034,1.040076,0.105263,r,24.000192
60763.22684958,0.943375,0.151942,u,24.000192
60763.22687882,1.003035,0.057498,g,24.000192
60763.22687882,0.858948,0.105211,r,24.000192
60763.22693731,0.999784,0.058384,g,24.000192
60763.22693731,1.063926,0.104541,r,24.000192
60763.22696655,1.330334,0.15352,u,24.000192
60763.22699579,0.905516,0.058447,g,24.000192
60763.22699579,1.052748,0.0976,r,24.000192
60763.22705427,1.083746,0.059325,g,24.000192
60763.22705427,0.935633,0.096899,r,24.000192
60763.22708351,1.143857,0.142816,u,24.000192
60763.22711275,1.149057,0.060227,g,24.000192
60763.22711275,0.877115,0.095123,r,24.000192
60763.22717124,1.011867,0.058699,g,24.000192
60763.22717124,1.11738,0.094905,r,24.000192
60763.22720048,1.121772,0.155194,u,24.000192
60763.22722972,0.992311,0.058286,g,24.000192
60763.22722972,1.11871,0.100456,r,24.000192
60763.2272882,1.039113,0.057341,g,24.000192
60763.2272882,1.088634,0.093973,r,24.000192
60763.22731744,1.106221,0.148282,u,24.000192
60763.22734668,0.954243,0.053077,g,24.000192
60763.22734668,1.041523,0.107375,r,24.000192
60763.22740516,1.023013,0.058934,g,24.000192
60763.22740516,1.071509,0.103086,r,24.000192
60763.22743441,1.153171,0.153817,u,24.000192
60763.22746365,1.063824,0.064354,g,24.000192
60763.22746365,1.163345,0.104101,r,24.000192
60763.22752213,1.000413,0.05707,g,24.000192
60763.22752213,1.124655,0.105797,r,24.000192
60763.22755137,0.998918,0.153636,u,24.000192
60763.22758061,1.014147,0.054666,g,24.000192
60763.22758061,0.958713,0.088307,r,24.000192
60763.22763909,0.985518,0.056636,g,24.000192
60763.22763909,1.276547,0.096014,r,24.000192
60763.22766834,1.189848,0.154256,u,24.000192
60763.22769758,0.907454,0.053604,g,24.000192
60763.22769758,1.122729,0.102137,r,24.000192
60763.22775606,0.975144,0.054981,g,24.000192
60763.22775606,0.988612,0.104433,r,24.000192
60763.2277853,1.037992,0.141936,u,24.000192
60763.22781454,1.07783,0.052445,g,24.000192
60763.22781454,0.851334,0.090605,r,24.000192
60763.22787302,1.076209,0.057756,g,24.000192
60763.22787302,1.0,0.100344,r,24.000192
60763.22790226,0.722293,0.153351,u,24.000192
60763.22793151,1.052949,0.057389,g,24.000192
60763.22793151,0.961568,0.097792,r,24.000192
60763.22798999,0.953034,0.056481,g,24.000192
60763.22798999,0.973084,0.096027,r,24.000192
60763.22801923,0.83757,0.133593,u,24.000192
60763.22804847,1.013888,0.055196,g,24.000192
60763.22804847,0.94885,0.105444,r,24.000192
60763.22810695,1.014058,0.054963,g,24.000192
60763.22810695,1.053336,0.103943,r,24.000192
60763.22813619,0.942219,0.150991,u,24.000192
60763.22816543,0.962507,0.051972,g,24.000192
60763.22816543,0.976443,0.098859,r,24.000192
60763.22822392,0.994438,0.054761,g,24.000192
60763.22822392,1.036393,0.098251,r,24.000192
60763.22825316,1.018611,0.150268,u,24.000192
60763.2282824,1.07241,0.050407,g,24.000192
60763.2282824,0.896978,0.09304,r,24.000192
60763.22834088,0.948508,0.053866,g,24.000192
60763.22834088,1.034009,0.091637,r,24.000192
60763.22837012,1.281808,0.148533,u,24.000192
60763.22839936,1.071734,0.051197,g,24.000192
60763.22839936,1.14747,0.092537,r,24.000192
60763.22845785,1.021672,0.05661,g,24.000192
60763.22845785,0.758096,0.098573,r,24.000192
60763.22848709,1.058138,0.158754,u,24.000192
60763.22851633,1.043093,0.056509,g,24.000192
60763.22851633,1.134531,0.093617,r,24.000192
60763.22857481,1.030682,0.056772,g,24.000192
60763.22857481,1.008436,0.096672,r,24.000192
60763.22860405,0.924437,0.174166,u,24.000192
60763.22863329,0.954668,0.05675,g,24.000192
60763.22863329,1.102593,0.092831,r,24.000192
60763.22869177,0.983902,0.057856,g,24.000192
60763.22869177,1.028709,0.097123,r,24.000192
60763.22872102,0.902946,0.158211,u,24.000192
60763.22875026,0.925301,0.051864,g,24.000192
60763.22875026,1.052706,0.094361,r,24.000192
60763.22880874,0.959867,0.059696,g,24.000192
60763.22880874,0.971086,0.098654,r,24.000192
60763.22883798,1.295594,0.162664,u,24.000192
60763.22886722,0.970781,0.052929,g,24.000192
60763.22886722,0.972431,0.103746,r,24.000192
60763.2289257,0.885723,0.058624,g,24.000192
60763.2289257,1.079722,0.094242,r,24.000192
60763.22895495,0.887864,0.155264,u,24.000192
60763.22898419,0.956707,0.053663,g,24.000192
60763.22898419,0.917279,0.09391,r,24.000192
60763.22904267,0.886193,0.062354,g,24.000192
60763.22904267,0.896265,0.100187,r,24.000192
60763.22907191,1.05123,0.144847,u,24.000192
60763.22910115,0.956644,0.056579,g,24.000192
60763.22910115,1.072782,0.108899,r,24.000192
60763.22915963,0.939957,0.058515,g,24.000192
60763.22915963,0.902464,0.088085,r,24.000192
60763.22918887,0.941256,0.160766,u,24.000192
60763.22921812,0.953175,0.061093,g,24.000192
60763.22921812,1.085364,0.097784,r,24.000192
60763.2292766,1.050996,0.054677,g,24.000192
60763.2292766,1.041892,0.093403,r,24.000192
60763.22930584,0.760447,0.147423,u,24.000192
60763.22933508,1.011931,0.061621,g,24.000192
60763.22933508,1.038216,0.10057,r,24.000192
60763.22939356,1.076385,0.058129,g,24.000192
60763.22939356,1.001105,0.096992,r,24.000192
